#{"t_start": 1754656415.784797, "env_id": "None"}
r,l,t
28.48399,55,446.248573
0.406103,9,446.257538
6.965302,9,446.26614
33.110637,27,446.294514
81.482534,75,446.364241
37.162434,33,446.393225
40.717168,67,447.400186
36.166529,46,447.440062
88.917361,109,447.534703
9.934711,17,447.549512
52.607784,64,447.605757
57.996938,68,447.66508
15.959552,20,447.683632
15.468032,24,447.70546
49.816518,40,447.740775
23.062209,22,447.761054
17.036664,26,447.783949
17.362777,23,447.804049
61.380846,59,447.85721
54.653491,52,447.902801
14.280612,10,447.91168
24.285466,29,447.938215
36.637002,63,447.994033
35.806153,42,448.030666
12.059801,22,448.050012
25.586991,25,448.072472
21.301865,28,448.097274
17.741986,20,448.115052
69.676672,74,448.179645
9.051425,12,448.190372
26.717418,22,448.209911
19.620632,17,448.225299
68.31264,62,448.279852
26.882023,19,448.296459
6.702611,14,448.308611
86.005802,96,448.394259
12.855689,20,448.41168
55.757583,37,448.444115
72.807731,87,448.520456
78.864724,94,448.602522
28.61205,42,448.639215
46.719732,53,448.686034
75.957504,69,449.105085
12.751395,20,449.122888
77.671649,136,449.242372
19.559679,23,449.262853
8.358745,17,449.277722
85.504615,98,449.366321
85.192339,100,449.453841
21.957236,29,449.479625
24.819864,24,449.500591
93.786172,99,450.541236
37.473795,52,450.586988
28.403341,23,450.60732
61.855762,81,450.678992
7.78677,11,450.688642
47.153657,61,450.741933
111.007434,150,450.875786
23.680742,21,450.895953
44.917239,53,450.943696
57.155798,63,450.999873
27.860524,54,451.047498
12.025423,14,451.059779
107.10299,75,451.126309
12.32832,19,451.142956
18.105982,16,451.156918
37.038641,39,451.1912
27.222271,23,451.211524
30.441056,21,451.229894
50.174922,60,451.282308
99.60404,124,451.392988
16.339636,20,451.41062
87.54532,97,451.495393
25.721252,28,451.519699
31.639955,26,451.542231
25.613906,18,451.55817
34.782427,35,451.589486
33.104861,25,451.611879
47.232522,38,451.64513
33.518298,34,451.675443
36.863856,62,451.729584
15.070968,19,451.746688
61.49184,45,451.786481
29.858985,13,451.798037
24.875383,23,451.818493
19.830067,15,451.832137
18.487691,24,451.853621
24.108767,24,451.87585
106.516248,95,451.959547
45.391023,34,451.98967
15.547004,11,451.999597
20.406525,17,452.014728
31.691658,33,452.044163
55.617553,42,452.081728
41.334909,32,452.110251
29.702819,30,452.136706
53.942758,46,452.177397
23.047443,20,452.195304
15.516571,27,452.219284
22.28475,36,452.250833
34.800918,22,452.270432
111.220366,118,453.340999
120.94058,152,453.477844
16.922319,15,453.492614
109.322448,134,453.612944
20.489507,19,453.63002
51.103422,56,453.680329
114.602863,123,453.789778
38.062821,37,453.822266
47.243432,46,453.863332
33.826372,29,453.89023
16.380865,16,453.904425
13.660054,14,453.917076
31.690134,38,453.950225
38.517533,40,453.98555
11.348082,16,454.000188
80.539713,74,454.065423
43.619139,60,454.118873
23.447291,17,454.133871
40.051018,48,454.176415
70.30083,66,454.235403
17.204638,20,454.253207
101.778777,86,454.331174
30.642821,29,454.356758
30.665923,22,454.37612
67.622778,57,454.426638
26.214384,25,454.448448
18.352121,33,454.477518
59.168759,58,454.529855
45.704874,43,454.567997
71.009985,62,454.623047
56.428337,100,454.712499
48.07217,42,454.749252
82.307388,93,454.832775
53.700487,55,454.883852
12.479079,22,454.904178
71.284001,67,454.964465
15.776202,27,454.988844
43.442318,41,455.025744
34.626061,30,455.053223
95.822097,101,456.107126
47.507932,43,456.145146
48.450926,53,456.191467
10.951385,21,456.21033
13.006798,24,456.23159
8.818824,17,456.246975
88.732496,108,456.344403
28.422498,36,456.376195
80.274463,85,456.45178
24.441829,35,456.482817
115.916261,127,456.595395
75.660254,68,456.655299
76.789477,78,456.725048
29.255933,34,456.755136
38.700059,48,456.797618
92.207039,91,456.878434
20.126996,27,456.903721
21.278397,32,456.93277
11.449345,29,456.958444
70.769091,60,457.011708
100.481643,108,457.107808
138.013622,142,457.232782
18.335457,23,457.253164
25.79076,29,457.278777
33.045841,34,457.309175
12.974877,17,457.325684
38.513636,52,457.371623
21.543107,25,457.394341
15.100636,20,457.412285
27.264428,43,457.449968
43.989413,24,457.471015
23.538657,22,457.490459
9.644199,18,457.506415
27.579746,28,457.531921
8.477317,18,457.547922
46.207144,41,457.585587
172.632914,177,457.742113
60.587904,54,457.789668
93.191145,86,457.866753
255.026295,257,459.064553
151.316388,194,459.237556
42.16365,59,459.289817
72.717977,64,459.348645
92.017729,102,459.440459
9.13587,25,459.462659
30.606643,16,459.477136
35.260901,57,459.529505
11.069462,19,459.546729
19.180272,17,459.561865
57.615507,48,459.604367
8.566118,15,459.617822
165.311089,186,459.782793
91.067532,92,459.864395
14.154712,15,459.878214
8.919124,18,459.894853
45.972932,42,459.933126
16.70298,30,459.959607
57.689786,53,460.006027
99.460476,89,460.084119
19.579992,18,460.101283
39.243576,23,460.122132
7.640715,14,460.135205
13.01236,27,460.158769
23.342001,20,460.176307
33.333026,33,460.20511
180.184768,152,460.340244
74.892273,94,460.422608
26.938357,23,460.4432
36.635773,40,460.478598
114.317724,108,460.573179
43.014353,53,460.620026
310.981743,305,461.851395
174.212118,161,461.99416
15.773944,23,462.014507
24.851005,26,462.037559
137.082125,140,462.161303
223.618704,210,462.348192
55.362347,56,462.397488
17.438752,23,462.417896
52.484491,60,462.472201
23.12567,19,462.488991
107.256374,125,462.599298
347.443469,312,618.999163
167.632351,174,619.148796
24.100376,20,619.166605
68.928505,81,619.237355
351.884795,362,620.499725
61.916295,63,620.554912
66.378388,58,620.606338
59.17985,89,620.686999
113.03317,118,620.791499
12.332602,21,620.810429
26.081997,51,620.856231
110.105748,94,620.941057
163.302572,167,621.095862
57.423567,72,621.162578
13.952419,26,621.19106
45.675549,54,621.238667
90.581173,118,621.345038
23.666441,38,621.379969
54.60207,59,621.432076
105.456865,121,621.540602
93.198546,89,621.620008
59.964004,50,621.666112
14.272986,13,621.678957
62.89247,45,621.719253
19.776759,20,621.737192
13.429286,15,621.750617
26.331346,34,621.782686
17.383578,14,621.7963
22.815504,12,621.807119
29.108039,30,621.834766
91.839686,103,621.932706
235.87568,256,622.160172
29.813157,41,622.196665
7.140239,10,622.205719
78.807448,100,622.295456
51.084245,59,622.347955
53.004318,54,623.389975
111.04651,112,623.489656
47.972765,47,623.5318
82.043917,100,623.620737
95.354923,116,623.752057
32.753426,23,623.774526
95.368806,83,623.855466
24.960466,17,623.871897
72.154988,75,623.94483
25.693179,17,623.961685
61.955755,69,624.028553
50.509421,46,624.072201
61.429559,96,624.165079
166.189127,182,624.342077
191.796102,216,624.535975
8.5631,19,624.553253
22.181103,17,624.568214
179.515579,225,624.768787
98.710045,127,624.881769
83.202116,95,624.97282
18.373295,22,624.993091
160.80434,224,625.199008
35.252758,19,625.217354
50.077755,54,626.267901
38.272687,30,626.294777
44.833854,41,626.331004
289.496295,351,626.643898
146.081439,160,626.785589
47.165174,43,626.82423
79.080311,91,626.905586
216.341713,238,627.117122
11.950104,18,627.133073
66.098768,71,627.197996
61.375036,59,627.251112
52.472256,51,627.296448
120.857548,129,627.411448
18.874112,18,627.427756
84.23091,107,627.524558
77.752668,70,627.587103
121.031608,130,627.702623
52.300558,67,627.763078
412.67566,412,629.082689
79.456268,72,629.149476
124.943453,160,629.298729
21.243206,28,629.324838
275.459205,298,629.599572
19.603639,15,629.613924
57.129053,58,629.667375
17.791289,14,629.680308
222.928847,206,629.872555
48.646213,45,629.91451
469.164789,567,630.439417
109.646583,120,630.5488
236.490791,263,630.790743
67.853558,55,630.842086
32.427119,40,630.878129
542.247035,582,632.407446
436.618206,514,632.861825
765.334807,762,2217.829164
60.334878,85,2217.904124
40.443231,53,2217.950596
106.364263,131,2218.997997
48.426294,70,2219.061951
16.528975,17,2219.078173
284.507898,295,2219.34068
17.850495,36,2219.372026
13.569229,18,2219.388103
157.285099,164,2219.532845
30.559797,30,2219.559062
90.208183,121,2219.665271
139.327109,143,2219.791038
116.041726,146,2219.919631
228.545347,227,2220.119426
604.008909,688,2220.722626
84.294756,82,2221.741527
80.298295,98,2221.82881
23.520675,24,2221.850319
695.476773,716,2222.506291
368.463799,392,2222.856743
964.243954,1000,2224.711849
768.654811,791,2225.43577
146.967934,150,2225.570927
234.979786,246,2225.789871
132.035632,127,2225.904122
571.055116,575,2227.373625
410.339816,388,2227.71833
143.177817,140,2227.842859
233.629816,252,2228.070021
401.333796,468,2228.488063
956.689059,1000,2230.338269
471.032564,525,2230.811245
135.479124,175,2271.284401
225.177262,254,2271.510613
49.403934,55,2271.558823
584.977139,623,2272.116777
28.378212,18,2272.132763
568.625724,584,2272.647049
722.524319,736,2274.259622
52.797858,57,2274.309966
865.385759,1000,2275.193727
373.357271,393,2275.539964
38.095182,31,2275.566685
65.859733,73,2275.631128
722.070186,733,2277.236424
394.945527,414,2277.591804
711.592031,772,2278.256819
962.752694,1000,2280.056191
192.682216,246,2280.270658
135.469666,138,2280.389596
249.740977,277,2280.631731
367.635795,350,2280.937163
83.620355,83,2281.009098
13.994431,28,2281.034674
887.715967,1000,2282.818806
860.45037,1000,2551.254445
402.316859,450,2552.563779
258.757892,262,2552.79201
89.250401,94,2552.872492
272.495663,218,2553.059195
230.671067,268,2553.288428
393.070391,453,2553.67752
861.04559,816,2555.334292
742.762522,771,2556.031597
582.949455,585,2556.55297
940.396821,1000,2558.333455
120.218527,115,2558.431887
284.005756,333,2558.718522
76.557893,69,2558.780407
114.593463,122,2558.886341
295.213146,330,2559.167293
766.759805,726,2560.717629
276.656633,273,2560.950313
115.074485,124,2561.055785
42.176735,47,2561.09584
121.326044,134,2561.209712
937.876968,1000,2562.073005
437.64729,402,2563.341522
924.363899,932,2564.143852
103.251267,115,2564.243744
29.91854,44,2564.283586
95.82067,110,2564.378128
255.107286,295,2673.49006
619.866365,590,2674.968662
18.535872,18,2674.985379
989.038199,1000,2675.863104
123.450174,136,2675.98023
1031.547023,1000,2677.792387
927.661705,1000,2678.676249
242.957732,287,2678.932711
1028.579095,1000,2680.785659
24.591512,21,2680.804925
1027.600799,1000,2681.695623
444.262634,454,2683.035774
81.467747,75,2683.104019
183.269938,162,2683.248451
24.65586,27,2683.27204
932.222984,950,2684.126837
26.43779,25,2684.149432
877.809174,942,2685.930388
1029.528917,1000,2686.839676
18.982405,18,2686.857036
675.719204,679,2914.56205
4.145843,9,2914.570784
489.408474,518,2915.94187
263.171068,311,2916.211499
176.074989,166,2916.355759
30.333666,26,2916.378096
462.612369,460,2916.776548
1078.504609,1000,2918.602482
26.731789,26,2918.626066
284.717682,288,2918.888021
1023.626618,1000,2919.786558
908.037748,1000,2921.680858
976.339673,1000,2922.598135
1049.562982,1000,2924.415714
1011.016727,1000,2925.274774
957.466504,1000,2927.074491
963.544299,1000,3171.038254
68.442878,68,3171.099759
206.697135,189,3171.269278
1030.627541,1000,3173.089123
963.204841,1000,3173.980772
424.277954,375,3174.316287
199.769807,171,3175.420604
305.981357,300,3175.689133
977.634375,1000,3176.595201
17.144154,15,3176.608924
962.707617,1000,3178.450532
1003.564624,1000,3179.323526
257.9776,215,3179.510397
1040.995834,1000,3181.348006
1030.419852,1000,3182.220343
1043.388314,1000,3184.033039
260.693085,230,3184.232789
1034.758958,1000,3380.980278
1003.859483,1000,3382.791386
1049.36698,1000,3383.657244
699.61819,696,3385.228831
989.088494,1000,3386.135623
952.329031,1000,3387.94125
407.36378,376,3388.267868
10.826748,12,3388.278164
1104.233727,1000,3389.147283
1019.517749,1000,3390.979803
311.954635,340,3391.284796
911.323679,1000,3392.191619
1129.782637,1000,3548.51928
815.063371,788,3549.275749
1043.229819,1000,3551.258158
1139.604095,1000,3552.177497
807.332241,676,3553.77869
969.866595,935,3554.700833
1009.064556,1000,3556.645332
258.82607,214,3556.838653
1041.922019,1000,3557.763948
1183.720707,1000,3559.633324
1120.795685,1000,3560.519116
766.623619,757,3562.186468
1099.448448,1000,3654.500786
586.960483,489,3654.922897
1104.919315,1000,3656.740272
1093.932642,1000,3657.615079
1138.872138,1000,3659.459971
697.864018,604,3659.982011
1112.279731,1000,3660.862545
1069.600127,1000,3662.689453
423.908692,406,3663.039352
895.596186,740,3664.595453
718.328141,644,3665.170405
1156.255524,1000,3666.060258
1138.088188,1000,3849.959191
1079.744172,1000,3850.842136
1052.182838,1000,3852.697472
210.364603,178,3852.856575
318.110159,330,3853.151422
1102.805691,1000,3855.007889
1153.934914,1000,3855.908819
705.90439,652,3856.488326
585.920965,567,3857.940612
1182.980235,1000,3858.809256
90.44107,87,3858.884878
528.47071,466,3859.286509
1097.901117,1000,3861.113219
19.00084,25,3861.135484
28.285253,29,3861.161138
188.04228,190,3861.33109
692.217837,641,3861.907573
889.040401,823,3908.23676
1165.688907,1000,3909.132898
1088.067624,1000,3910.930514
1071.739817,1000,3911.79274
1017.211327,931,3913.547521
775.445603,611,3914.072987
1017.535503,830,3914.783929
501.477282,459,3916.133502
1109.237254,1000,3917.004813
1216.519896,1000,3918.820473
1072.504045,1000,3919.67959
1173.455533,1000,3996.158777
625.690819,474,3996.569605
1142.681319,1000,3997.432771
1087.602404,1000,3999.245303
648.507006,480,3999.659683
1213.984881,1000,4000.527928
813.863833,658,4002.036225
16.416996,19,4002.052581
1229.743507,1000,4002.913563
1126.738152,1000,4004.72179
1129.976966,1000,4005.603453
1203.642486,1000,4007.412808
1194.056978,1000,4055.084464
647.771597,512,4055.523908
1262.486903,1000,4057.337047
43.776785,20,4057.354368
1001.723739,820,4058.059997
1253.70881,1000,4059.853416
421.227606,316,4060.126904
1191.430071,1000,4060.989319
1255.356824,1000,4062.774968
1003.030346,798,4063.466586
216.289878,168,4063.610302
330.01492,287,4064.788651
1299.284248,1000,4065.654921
106.749214,73,4065.718036
489.326584,406,4066.084159
297.331565,246,4066.306109
44.281501,51,4066.35029
835.780857,677,4067.855474
241.369152,183,4068.012813
1268.836669,972,4171.320936
661.446917,532,4172.720153
1310.284639,1000,4173.594205
1270.289898,1000,4175.404391
38.536897,40,4175.439301
587.399205,459,4175.838186
577.402305,467,4176.243523
223.116804,206,4176.421602
1146.025925,940,4178.167421
1272.794984,1000,4179.038699
71.244031,74,4179.102819
645.557124,496,4179.532024
1242.794577,1000,4181.316337
846.626626,631,4181.867826
1248.531183,1000,4183.653562
904.753714,711,4308.249649
454.508966,383,4308.583069
66.477606,59,4308.635424
137.169028,101,4308.723511
469.926056,388,4309.064807
90.982272,71,4310.084022
1312.42983,1000,4310.954846
1280.068985,1000,4311.828821
1417.006002,1000,4313.63244
444.990999,325,4313.912413
117.791708,85,4313.986315
56.227056,49,4314.030067
179.64192,148,4314.15821
1240.446506,1000,4315.958565
1245.239712,983,4316.833411
21.564218,21,4316.851767
749.762341,595,4318.296525
1330.603746,1000,4319.160506
542.020168,413,4319.538242
1280.568553,1000,4321.340591
55.180533,49,4321.382877
1249.37476,1000,4359.618575
289.470698,254,4359.842583
658.995067,471,4361.190285
16.60236,17,4361.205005
1285.152641,1000,4362.066824
256.329201,189,4362.23049
1335.462662,956,4364.001039
507.466522,373,4364.333824
1281.219177,983,4365.18282
57.15775,41,4365.218067
257.211266,231,4365.4182
830.338911,567,4366.836484
1281.06925,1000,4367.710938
856.720236,646,4369.196964
793.035522,579,4369.696478
1268.077871,1000,4370.560807
995.267465,775,4372.172422
145.766508,124,4372.280688
729.032126,527,4383.369611
454.682793,295,4383.635341
63.163167,44,4383.674724
13.006517,19,4383.69301
589.542413,426,4384.079003
31.137534,24,4384.100873
642.15351,484,4385.497802
26.550981,22,4385.517807
107.884215,93,4385.599717
63.517028,46,4385.641084
389.656297,285,4385.897758
962.499542,678,4386.512683
950.986673,626,4387.079785
489.641311,379,4388.368171
14.768618,19,4388.385415
585.454862,396,4388.73957
459.901227,309,4389.013991
40.238039,40,4389.049355
953.071359,713,4389.67972
791.348962,536,4391.122483
1026.884477,739,4391.771618
1378.651223,1000,4392.650792
1382.244083,1000,4394.486443
1419.718243,1000,4395.3545
1418.446194,1000,4410.843038
59.054152,57,4410.892871
798.241651,594,4411.405503
1309.479005,939,4413.183308
763.885787,563,4413.670472
1331.937644,1000,4414.541891
378.485529,268,4415.716383
650.346049,454,4416.10922
1075.360499,774,4416.774892
133.122386,95,4416.858637
1476.697729,1000,4418.649638
266.784648,202,4418.829486
58.887303,54,4418.877336
1498.15708,1000,4419.73669
1421.380654,1000,4421.530353
1296.323666,924,4422.354975
1417.733472,1000,4439.379819
1389.710039,1000,4440.241203
1445.488363,1000,4442.058899
1400.253367,1000,4442.926196
1101.370381,846,4444.604656
24.881437,32,4444.632177
1379.706863,1000,4445.505397
250.651484,200,4445.67841
1291.105443,903,4447.416839
321.393009,243,4447.628151
514.675205,345,4447.935682
1024.662412,727,4448.562467
158.160277,101,4448.649216
39.461463,33,4448.67739
1443.079003,1000,4450.469038
169.946693,133,4450.583819
933.545165,704,4451.207874
1376.050027,1000,4473.36052
494.764128,401,4473.709468
1436.230966,1000,4474.582909
1538.372819,1000,4476.41134
1399.727843,1000,4477.304157
1208.689102,832,4478.979986
1469.192902,1000,4479.865037
1470.433328,1000,4481.673281
1454.550466,970,4482.535194
1408.885371,1000,4484.378911
197.915249,140,4484.503436
868.470734,646,4485.075399
188.632387,139,4485.196903
1476.957587,1000,4528.533254
1364.333276,1000,4529.428005
1449.640453,1000,4531.289761
1477.23065,1000,4532.190119
23.016758,26,4532.213809
1401.361608,1000,4534.055598
1567.578948,1000,4534.961815
237.172056,178,4535.121802
37.202831,31,4535.149786
963.349727,627,4536.7384
1550.466167,1000,4537.625647
1501.677059,1000,4539.434405
1474.51116,1000,4540.318014
947.184625,625,4597.371674
